id_servicio;servicio;id_diagnostico;diagnostico
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S86.0;TRAUMATISMO DEL TENDON DE AQUILES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S86.1;TRAUMATISMO DE OTRO(S) TENDON(ES) Y MUSC
123;GUARDIA EMERGENCIA;S87;TRAUMATISMO POR APLASTAMIENTO DE LA PIERNA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S87.0;TRAUMATISMO POR APLASTAMIENTO DE LA RODI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S88;AMPUTACION TRAUMATICA DE LA PIERNA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S89;OTRS.TRAUMAT.Y LOS NO ESPEC.DE LA PIERNA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S89.7;TRAUMATISMOS MULTIPLES DE LA PIERNA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S89.9;TRAUMATISMO DE LA PIERNA, NO ESPECIFICAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S90;TRAUMATISMO SUPERF.DEL TOBILLO Y DEL PIE
135;GUARDIA PEDIATRIA;S90.0;CONTUSION DEL TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S90.1;CONTUSION DE DEDO(S) DEL PIE SIN DAÒO DE
123;GUARDIA EMERGENCIA;S90.2;CONTUSION DE DEDO(S) DEL PIE CON DA—O DE LA(S) U—A(S)
123;GUARDIA EMERGENCIA;S90.3;CONTUSION DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S90.7;TRAUMATISMOS SUPERFICIALES MULTIPLES DEL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S90.8;OTROS TRAUMATISMOS SUPERFICIALES DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S90.9;TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S91;HERIDA DEL TOBILLO Y DEL PIE
135;GUARDIA PEDIATRIA;S91.0;HERIDA DEL TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S91.1;HERIDA DE DEDO(S) DEL PIE SIN DAÒO DE LA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S91.2;HERIDA DE DEDO(S) DEL PIE CON DAÒO DE LA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S91.3;HERIDA DE OTRAS PARTES DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S91.7;HERIDAS MULTIPLES DEL TOBILLO Y DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S92;FRACTURA DEL PIE, EXCEPTO DEL TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S92.0;FRACTURA DEL CALCANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S92.1;FRACTURA DEL ASTRAGALO
135;GUARDIA PEDIATRIA;S92.2;FRACTURA DE OTRO(S) HUESO(S) DEL TARSO
135;GUARDIA PEDIATRIA;S92.3;FRACTURA DE HUESO DEL METATARSO
135;GUARDIA PEDIATRIA;S92.4;FRACTURA DE LOS HUESOS DEL DEDO GORDO DE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S92.5;FRACTURA DE LOS HUESOS DE OTRO(S) DEDO(S
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S92.7;FRACTURAS MULTIPLES DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S92.9;FRACTURA DEL PIE, NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S93;LUX,ESGU,DESG.DE ART Y LIG.TOBILLO Y PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S93.0;LUXACION DE LA ARTICULACION DEL TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S93.1;LUXACION DE DEDO(S) DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S93.3;LUXACION DE OTROS SITIOS Y LOS NO ESPECI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S93.4;ESGUINCES Y TORCEDURAS DEL TOBILLO
135;GUARDIA PEDIATRIA;S93.5;ESGUINCES Y TORCEDURAS DE DEDO(S) DEL PI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S93.6;ESGUINCES Y TORCEDURAS DE OTROS SITIOS Y
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S94;TRAUMAT.DE NERVIOS A NIVEL TOBILLO Y PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S94.9;TRAUMATISMO DE NERVIO NO ESPECIFICADO A
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S95.0;TRAUMATISMO DE LA ARTERIA DORSAL DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S96.7;TRAUMATISMO DE MULTIPLES TENDONES Y MUSC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S96.8;TRAUMATISMO DE OTROS TENDONES Y MUSCULOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S97;TRAUM.POR APLASTAMIENTO DE TOBILLO Y PIE
135;GUARDIA PEDIATRIA;S97.1;TRAUMATISMO POR APLASTAMIENTO DE DEDO(S)
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S97.8;TRAUMATISMO POR APLASTAMIENTO DE OTRAS P
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S98;AMPUTACION TRAUMAT.DEL PIE Y DEL TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S98.1;AMPUTACION TRAUMATICA DE UN DEDO DEL PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S99;OTRS.TRAUM.Y LOS NO ESP.DE PIE Y TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S99.7;TRAUMATISMOS MULTIPLES DEL PIE Y DEL TOB
135;GUARDIA PEDIATRIA;S99.8;OTROS TRAUMATISMOS DEL PIE Y DEL TOBILLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;S99.9;TRAUMATISMO DEL PIE Y DEL TOBILLO, NO ES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T00;TRAUM.SUPERF.AFECTAN.MULTIP.REGIO.CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T00.0;TRAUMATISMOS SUPERFICIALES QUE AFECTAN L
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T00.3;TRAUMATISMOS SUPERFICIALES QUE AFECTAN M
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T00.6;TRAUMATISMOS SUPERFICIALES QUE AFECTAN M
135;GUARDIA PEDIATRIA;T00.9;TRAUMATISMOS SUPERFICIALES MULTIPLES, NO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T01;HERIDAS QUE AFECT.MULTIP.REGIO.DEL CUERP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T01.1;HERIDAS QUE AFECTAN EL TORAX CON EL ABDO
123;GUARDIA EMERGENCIA;T01.2;HERIDAS QUE AFECTAN MULTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES)
123;GUARDIA EMERGENCIA;T01.8;HERIDAS QUE AFECTAN OTRAS COMBINACIONES DE LAS REGIONES DEL CUERPO
935;GUARDIA AMBULATORIA MOVILES;T01.9;HERIDAS MULTIPLES NO ESPECIFICADAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T02.2;FRACT.QUE AFECT.MULTIP.REG.DE MIEMB.SUPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T02.5;FRACT.QUE AFECT.MULTIP.REG.AMBOS MIE.INF
935;GUARDIA AMBULATORIA MOVILES;T04;TRAUM.X APLAST.AFECTAN MULT.REGIO.CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T07;TRAUMATISMOS MULTIPLES -NO ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T08;FRACTURA COLUMNA VERTEB,NIVEL NO ESPECIF
135;GUARDIA PEDIATRIA;T09;OTRS.TRAUM.COLUM.VERT.Y TRONC,NIV.NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T09.0;TRAUMAT.SUPERF.DEL TRONCO NO ESPECIFICAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T09.9;TRAUMAT.NO ESPEC.DEL TRONCO NIV.NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T10;FRACTURA DE MIEMBRO SUPER.,NIVEL NO ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T11;OTRS.TRAUM.NIVEL SUPERIOR,NIVEL NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T11.0;TRAUMAT.SUPERF.MIEMB.SUPER.NIV.NO ESPECI
935;GUARDIA AMBULATORIA MOVILES;T11.1;HERIDA DE MIENB.SUP.NIV.NO ESPECIFICADO
135;GUARDIA PEDIATRIA;T11.9;TRAUMAT.NO ESPEC.MIEMB.SUP.NIV.NO ESPEC.
135;GUARDIA PEDIATRIA;T12;FRACTURA DE MIEMBRO INFER.,NIVEL NO ESP.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13;OTRS.TRAUM.MIEMBRO INFER.,NIVEL NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13.0;TRAUMAT.SUPERF.MIEMB.INFERIOR NIV.NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13.1;HERID.DE MIEMB.INFER.NIVEL NO ESPECIFIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13.3;TRAUMAT.NERV.NO ESPEC.MIEMB.INFER.NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13.5;TRAUMAT.TEND.Y MUSCUL.NO ESPEC.MIEMB.INF
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13.8;OTROS TRAUMAT.ESPEC.MIEMB.INF.NO ESPECI.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T13.9;TRAUMAT.NO ESPEC.MIEMB.INFER.NIV.NO ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14;TRAUM.DE REGIONES NO ESPECIF.DEL CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.0;TRAUMAT.SUPERF.DE REGION NO ESPEC.CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.1;HERIDA DE REGION NO ESPECIF.DEL CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.2;FRACT.REGION NO ESPECIF.DEL CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.3;LUXAC.ESGUINC.DESGARR.REG.NO ESPECIFICAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.4;TRAUMAT.NERV.REG.NO ESPECIF.DEL CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.6;TRAUMAT.TENDONES Y MUSCUL.REGION NO ESPE
935;GUARDIA AMBULATORIA MOVILES;T14.7;TRAUMAT.X APLAST.Y AMPUTAC.TRAUMAT.NO ES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.8;OTROS TRAUMAT.REG.NO ESPEC.DEL CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T14.9;TRAUMATISMO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;T15;CUERPO EXTRAÒO EN PARTE EXTERNA DEL OJO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T15.0;CUERPO EXTRANO EN LA CORNEA
135;GUARDIA PEDIATRIA;T15.1;CUERPO EXTRANO EN EL SACO CONJUNTIVAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T15.8;CUERPO EXTRANO EN OTRAS Y MULT.PART.OJO
135;GUARDIA PEDIATRIA;T15.9;CUERPO EXTRANO EN PARTE EXTER.OJO NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T16;CUERPO EXTRAÒO EN EL OIDO
135;GUARDIA PEDIATRIA;T17;CUERPO EXTRAÒO EN LAS VIAS RESPIRATORIAS
135;GUARDIA PEDIATRIA;T17.1;CUERPO EXTRANO EN EL ORIFICIO NASAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T17.2;CUERPO EXTRANO EN LA FARINGE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T17.3;CUERPO EXTRANO EN LA LARINGE
135;GUARDIA PEDIATRIA;T17.8;CUERP.EXTRAN.EN OTR.Y MULT.PART.VIAS RES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T17.9;CUERP.EXTRAN.VIAS RESP.PART.NO ESPECIF.
135;GUARDIA PEDIATRIA;T18;CUERPO EXTRAÒO EN EL TUBO DIGESTIVO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T18.0;CUERPO EXTRANO EN LA BOCA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T18.1;CUERPO EXTRANO EN EL ESOFAGO
135;GUARDIA PEDIATRIA;T18.2;CUERPO EXTRANO EN EL ESTOMAGO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T18.3;CUERPO EXTRANO EN EL INTEST.DELGADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T18.4;CUERPO EXTRANO EN EL COLON
135;GUARDIA PEDIATRIA;T18.5;CUERPO EXTRANO EN EL ANO Y RECTO
135;GUARDIA PEDIATRIA;T18.8;CUERPO EXTRANO EN OTR.MULTIP.PART.TUB.DI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T18.9;CUERP.EXTRAN.TUBO DIGEST.PART.NO ESPEC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T19;CUERPO EXTRAÒO EN VIAS GENITOURINARIAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T19.2;CUERPO EXTR.EN LA VULVA Y VAGINA
135;GUARDIA PEDIATRIA;T20;QUEMADURA Y CORROSION DE CABEZA Y CUELLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T20.0;QUEMADUR.LA CABEZA Y CUELLO GRADO NO ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T20.1;QUEMAD.CABEZA Y CUUELLO DE 1ER GRADO
935;GUARDIA AMBULATORIA MOVILES;T20.2;QUEMAD.CABEZA CUELLO DE 2DO GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T20.3;QUEMADURA CABEZA Y CUELLO DE 3ER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T21;QUEMADURA Y CORROSION DEL TRONCO
135;GUARDIA PEDIATRIA;T21.0;QUEMADURA DEL TRONCO GRADO NO ESPECIF.
135;GUARDIA PEDIATRIA;T21.1;QUEMADURA DEL TRONCO 1ER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T21.2;QUEMADURA DEL TRONCO DE 2DO GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T22;QUEMAD.Y CORROS.HOMBR,MIEM.SUPERIOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T22.0;QUEMAD.HOMB.Y MIEMB.SUPER.GRAD.NO ESPEC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T22.1;QUEMAD.HOMB.Y MIEMB.SUP.1ER GRADO
123;GUARDIA EMERGENCIA;T22.2;QUEMADURA DEL HOMBRO Y MIEMBRO SUP- DE SEGUNDO GRADO- EXCEPTO DE MU—ECA Y MANO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T23;QUEMADURA Y CORROSION DE MUÒECA Y MANO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T23.0;QUEMAD.MUÒEC.Y MANO GRAD.NO ESPECIFICAD.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T23.1;QUEMAD.MUÒ.Y DE LA MANO DE 1ER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T23.2;QUEMADURA DE MUÒECA Y MANO DE 2DO GRADO
135;GUARDIA PEDIATRIA;T23.4;CORROS.MUÒECA Y MANO GRADO NO ESPECIFIC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T24;QUEMA.Y CORROS.DE CADER. Y MIEMBR.INFER.
123;GUARDIA EMERGENCIA;T24.0;QUEMADURA DE LA CADERA Y MIEMBRO INFERIOR- GRADO S/E- EXCEPTO TOBILLO Y PIE
935;GUARDIA AMBULATORIA MOVILES;T24.1;QUEMAD.CADER.MIEMB.INF.1ER GRAD.S/TOB.PI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T24.2;QUEMAD.CADER.MIEMB.INF.2DO GRAD.S/TOB.PI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T25;QUEMADURA Y CORROSION DEL TOBILLO Y PIE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T25.0;QUEMAD.TOBILL.PIE GRADO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T25.1;QUEMAD.TOBILL.PIE 1ER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T25.2;QUEMADURA TOBILLO PIE DE 2DO GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T25.3;QUEMADURA DEL TOBILLO Y PIE DE 3ER GRADO
135;GUARDIA PEDIATRIA;T25.5;CORROS.TOBILLO Y PIE 1ER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T26;QUEMAD.Y CORROS.LIMITADA AL OJO Y ANEXOS
123;GUARDIA EMERGENCIA;T26.0;QUEMADURA DEL PARPADO Y AREA PERIOCULAR
123;GUARDIA EMERGENCIA;T26.1;QUEMADURA DE LA CORNEA Y SACO CONJUNTIVAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T26.4;QUEMAURA DEL OJO Y ANEXOS PARTE NO ESPEC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T27.0;QUEMAD.DE LA LARINGE Y TRAQUEA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T28.0;QUEMAD.DE LA BOCA Y LA FARINGE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T28.3;QUEMAD.ORGAN.GENITOURINARIOS INTERNOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T29;QUEMAD.Y CORROS. MULTIP.REGIONES CUERPO
123;GUARDIA EMERGENCIA;T29.1;QUEMADURAS DE MULTIPLES REGIONES- MENCIONADAS COMO DE NO MAS DE PRIMER GRADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T30;QUEMAD.Y CORROS.,REGION NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T30.0;QUEMAD.REGION CUERPO Y GRADO NO ESPECIF.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T30.1;QUEMAD.1ER GRADO REG.DEL CUERPO NO ESPE.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T30.2;QUEMAD.2DO GRADO REGION CUERPO NO ESPEC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T30.3;QUEMAD.3ER GRADO REGION CUERPO NO ESPEC.
135;GUARDIA PEDIATRIA;T31;QUEMAD.CLASIF.SEGUN EXTENS.SUPERF.AFECT.
123;GUARDIA EMERGENCIA;T31.0;QUEMADURAS QUE AFECTAN MENOS DEL 10% DE LA SUPERFICIE DEL CUERPO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T36;INGESTA DE MEDICAMENTOS
123;GUARDIA EMERGENCIA;T38.0;GLUCOCORTICOIDES Y ANALOGOS SINTETICOS
135;GUARDIA PEDIATRIA;T38.1;HORMONAS TIROIDEAS Y SUSTITUTOS
135;GUARDIA PEDIATRIA;T39;ENVEN.X ANALG.NO NARCOT,ANTIPIR,ANTIRREU
135;GUARDIA PEDIATRIA;T39.3;OTRAS DROGAS ANTIINFLAMATORIAS NO ESTERO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T40;ENVENENA.X NARCOTICOS Y PSICODISLEPSICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T40.5;COCAINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T40.6;OTR.NARCOTICOS Y LOS NO ESPECIFICADOS
935;GUARDIA AMBULATORIA MOVILES;T43.2;OTROS ANTIDEPRESIVOS Y LOS NO ESPECIFIC.
123;GUARDIA EMERGENCIA;T43.8;OTRAS DROGAS PSICOTROPICAS- NO CLASIFICADAS EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T44.0;AGENTES ANTICOLINESTERASA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T45.2;VITAMINAS NO CLASIFICADAS EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T45.5;ANTICOAGULANTES
135;GUARDIA PEDIATRIA;T47.1;OTR.DROGAS ANTIACIDAS Y QUE INHIBEN SECR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T47.7;EMETICOS
135;GUARDIA PEDIATRIA;T49.0;DROGAS LOCALES ANTIMICOTICAS ANTIINFECC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T50;INGESTA DE TOXICOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T50.9;OTR.DROGAS Y SUST.BIOLOGIC.Y LAS NO ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T51;EFECTO TOXICO DEL ALCOHOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T51.0;ETANOL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T51.9;ALCOHOL NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T52.4;CETONAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T53.6;OTR.DERIVADOS HALOGENOS DE HIDROCARBUROS
123;GUARDIA EMERGENCIA;T53.7;OTROS DERIVADOS HALOGENADOS DE HIDROCARBUROS AROMATICOS
123;GUARDIA EMERGENCIA;T53.9;DERIVADOS HALOGENADOS DE HIDROCARBUROS ALIFATICOS Y AROMATICOS- NO ESPECIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T54;EFECTO TOXICO DE SUSTANCIAS CORROSIVAS
135;GUARDIA PEDIATRIA;T54.3;ALCALIS CAUSTICOS Y SUSTANC.ALCALINAS SI
123;GUARDIA EMERGENCIA;T55;EFECTO TOXICO DE DETERGENTES Y JABONES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T57.1;FOSFORO Y SUS COMPUESTOS
123;GUARDIA EMERGENCIA;T57.9;SUSTANCIA INORGANICA- NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T58;EFECTO TOXICO DE MONOXIDO DE CARBONO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T59;EFECTO TOXI.DE OTROS GASES,HUMOS,VAPORES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T59.2;FORMALDEHICO
135;GUARDIA PEDIATRIA;T59.4;CLORO GASEOSO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T59.9;GASES HUMOS Y VAPORES NO ESPECIFICADOS
135;GUARDIA PEDIATRIA;T63.2;VENENO DE ESCORPION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T63.4;VENENOS DE OTROS ARTROPODOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T63.9;EFECTO TOXIC.DEL CONTACT.C/ANIM.NO ESPEC
135;GUARDIA PEDIATRIA;T65.5;NITROGLICERINA Y OTR.ACID.ESTERES NITRIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T65.8;EFECTOS TOXIC.DE OTR.SUSTANCIAS ESPECIF.
935;GUARDIA AMBULATORIA MOVILES;T65.9;EFECTO TOXICO DE SUSTANCIA NO ESPECIFICD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T67.0;GOLPE DE CALOR DE INSOLACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T67.1;SINCOPE POR CALOR
123;GUARDIA EMERGENCIA;T67.2;CALAMBRE POR CALOR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T67.6;FATIGA POR CALOR TRANSITORIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T68;HIPOTERMIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T71;ASFIXIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T74;SINDROMES DEL MALTRATO
135;GUARDIA PEDIATRIA;T74.1;ABUSO FISICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T74.2;ABUSO SEXUAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T74.3;ABUSO PSICOLOGICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T74.8;OTROS SINDROMES DEL MALTRARTO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T74.9;SINDROME DEL MALTRATO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T75.4;EFECTOS DE LA CORRIENTE ELECTRICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78;EFECTOS ADVERSOS, NO CLASIF.EN OTRA PART
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78.0;CHOQUE ANAFILACTICO DEB.REACC.ADVERSA AL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78.1;OTR.REACC.ADVERS.A ALIMEN.NO CLASIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78.2;CHOQUE ANAFILACTICO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78.3;EDEMA ANGIONEUROTICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78.4;ALERGIA NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T78.9;EFECTO ADVERSO NO ESPECIFICADO
123;GUARDIA EMERGENCIA;T79.3;INFECCION POSTRAUMATICA DE HERIDA- NO CLASIFICADA EN OTRA PARTE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T79.5;ANURIA TRAUMATICA
935;GUARDIA AMBULATORIA MOVILES;T79.6;ISQUEMIA TRAUMATICA DE MUSCULO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T79.8;OTR.COMPLIC.PRECOCES DE LOS TRAUMATISMOS
935;GUARDIA AMBULATORIA MOVILES;T81.0;HEMORRAG.Y HEMATOM.QUE COMPLIC.1 PROC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T81.3;DESGARRO DE HERIDA OPERATORIA NO CLASIF.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T81.4;INFECC.CONSECUT.A PROCED.NO CLASIFICADA
135;GUARDIA PEDIATRIA;T81.5;CUERPO EXTRAÒ.DEJAD.ACCIDENTALM.CAVIDAD
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T81.8;OTR.COMPLICAC.DE PROCED.NO CLASIFICADOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T82.1;COMPLICAC.MECANIC.DE DISPOSITIV.ELECTRON
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;T82.8;OTR.COMPLICAC.DE DISPOSIT.PROTESICOS
